cell_idx,cell_type,gene,cosine_distance,p_value,null_mean,gene_in_cell,n_tokens
319,oligodendrocyte,APP,0.031215906,0.12903225806451613,0.020220976,True,2048
319,oligodendrocyte,MAPT,0.041571617,0.0967741935483871,0.023123065,True,2048
319,oligodendrocyte,FOXO3,0.031960964,0.0967741935483871,0.021081185,True,2048
319,oligodendrocyte,HOMER1,0.0008919835,0.9032258064516129,0.023915218,True,2048
320,oligodendrocyte,CADM2,0.002308488,0.3870967741935484,0.0015290737,True,2048
320,oligodendrocyte,TCF4,0.0020905733,0.5483870967741935,0.0018128256,True,2048
320,oligodendrocyte,APP,0.0025735497,0.12903225806451613,0.0015265862,True,2048
320,oligodendrocyte,MAPT,0.0020312667,0.3870967741935484,0.00138008,True,2048
320,oligodendrocyte,CREB1,0.0023213625,0.3225806451612903,0.0013321956,True,2048
320,oligodendrocyte,SHANK3,0.0024201274,0.1935483870967742,0.0015673499,True,2048
321,oligodendrocyte,CADM2,0.00040400028,0.6129032258064516,0.0010163069,True,2048
321,oligodendrocyte,NLGN1,0.00013583899,1.0,0.00090348127,True,2048
321,oligodendrocyte,TCF4,0.0003374219,0.7741935483870968,0.0007790645,True,2048
321,oligodendrocyte,APP,0.0012264848,0.3870967741935484,0.0010470788,True,2048
321,oligodendrocyte,MAPT,0.0012552142,0.22580645161290322,0.00073467096,True,2048
321,oligodendrocyte,DISC1,0.00010514259,0.967741935483871,0.0008890589,True,2048
321,oligodendrocyte,CAMK2A,0.00012344122,0.967741935483871,0.0064533213,True,2048
322,oligodendrocyte,CADM2,0.002254486,0.45161290322580644,0.0014713724,True,2048
322,oligodendrocyte,NLGN1,0.00033718348,0.967741935483871,0.0018594166,True,2048
322,oligodendrocyte,TCF4,7.70092e-05,1.0,0.0014202158,True,2048
322,oligodendrocyte,APP,0.002515316,0.25806451612903225,0.0017920831,True,2048
322,oligodendrocyte,MAPT,0.0022460222,0.5483870967741935,0.0015963614,True,2048
322,oligodendrocyte,FOXO3,0.0023575425,0.25806451612903225,0.0018136442,True,2048
323,glutamatergic neuron,CADM2,0.0008839965,0.9032258064516129,0.002064516,True,2048
323,glutamatergic neuron,NRXN1,0.0019288063,0.12903225806451613,0.0013421754,True,2048
323,glutamatergic neuron,NLGN1,0.002081871,0.22580645161290322,0.0016179442,True,2048
323,glutamatergic neuron,NEGR1,0.002107799,0.1935483870967742,0.00170089,True,2048
323,glutamatergic neuron,TCF4,0.0005800128,0.967741935483871,0.0015051643,True,2048
323,glutamatergic neuron,MEF2C,0.0017286539,0.3870967741935484,0.0015562177,True,2048
323,glutamatergic neuron,APP,0.0021606684,0.12903225806451613,0.0014767388,True,2048
323,glutamatergic neuron,GRIN2A,0.0022062063,0.0967741935483871,0.001586153,True,2048
323,glutamatergic neuron,GRIN2B,0.0017094016,0.45161290322580644,0.001474464,True,2048
323,glutamatergic neuron,MAPT,0.0017438531,0.3548387096774194,0.0014345885,True,2048
