cell_idx,cell_type,gene,cosine_distance,p_value,null_mean,gene_in_cell,n_tokens
341,glutamatergic neuron,HOMER1,0.0005324483,0.6451612903225806,0.0008258621,True,2048
342,oligodendrocyte precursor cell,CADM2,0.0022019148,0.1935483870967742,0.0017911375,True,2048
342,oligodendrocyte precursor cell,NRXN1,0.0021922588,0.12903225806451613,0.0017288526,True,2048
342,oligodendrocyte precursor cell,NLGN1,0.0019627213,0.3548387096774194,0.0016846379,True,2048
342,oligodendrocyte precursor cell,NEGR1,0.0021968484,0.2903225806451613,0.0018576443,True,2048
342,oligodendrocyte precursor cell,TCF4,0.0018090606,0.5161290322580645,0.0016565581,True,2048
342,oligodendrocyte precursor cell,APP,0.0021798015,0.16129032258064516,0.0017298679,True,2048
342,oligodendrocyte precursor cell,SCN1A,0.002049446,0.3548387096774194,0.0016673942,True,2048
342,oligodendrocyte precursor cell,DISC1,0.0022252202,0.0967741935483871,0.0016105036,True,2048
342,oligodendrocyte precursor cell,HOMER1,0.0006147623,0.967741935483871,0.0016402145,True,2048
342,oligodendrocyte precursor cell,SHANK3,0.0014223456,0.7096774193548387,0.0057391105,True,2048
343,glutamatergic neuron,CADM2,0.0013728738,0.4838709677419355,0.0011950195,True,2048
343,glutamatergic neuron,NRXN1,0.0019586086,0.12903225806451613,0.0012717108,True,2048
343,glutamatergic neuron,NLGN1,0.0017383695,0.12903225806451613,0.0012045602,True,2048
343,glutamatergic neuron,NEGR1,0.001635611,0.3225806451612903,0.0012182256,True,2048
343,glutamatergic neuron,TCF4,0.0010667443,0.6129032258064516,0.0010375043,True,2048
343,glutamatergic neuron,MEF2C,0.0015580058,0.41935483870967744,0.0013571084,True,2048
343,glutamatergic neuron,APP,0.001686573,0.3870967741935484,0.0011829953,True,2048
343,glutamatergic neuron,GRIN2A,0.0016344786,0.22580645161290322,0.0012489537,True,2048
343,glutamatergic neuron,GRIN2B,0.0016515255,0.25806451612903225,0.0012717108,True,2048
343,glutamatergic neuron,MAPT,0.0016254187,0.25806451612903225,0.0012376865,True,2048
343,glutamatergic neuron,SCN1A,0.0014322996,0.3225806451612903,0.0012053291,True,2048
343,glutamatergic neuron,CAMK2A,0.0013211966,0.3870967741935484,0.0011393189,True,2048
343,glutamatergic neuron,HOMER1,0.0014068484,0.3225806451612903,0.001141723,True,2048
343,glutamatergic neuron,SHANK3,0.00014972687,0.967741935483871,0.0012578309,True,2048
344,oligodendrocyte,CADM2,0.0010396242,0.0967741935483871,0.00062528055,True,2002
